EGF demo review,barcode01_EGF2_2,barcode01,EGF2_2,PASS,EGF2_2.gb,EGF2_2.fa,barcode01_denovo.fasta,barcode01_EGF2_2.paf
EGF demo review,barcode12_EGF2_13,barcode12,EGF2_13,FAIL,EGF2_13.gb,EGF2_13.fa,barcode12_denovo.fasta,barcode12_EGF2_13.paf
