EGF demo review,barcode01_EGF2_2,barcode01,EGF2_2,PASS,/home/peter/data/lib/seq_unsynced/seq20230823_demo/work/25/9e2636205b42416936b15a6111646a/EGF2_2.gb,EGF2_2.fa,barcode01_EGF2_2_consensus.fa,barcode01_EGF2_2.paf
EGF demo review,barcode12_EGF2_13,barcode12,EGF2_13,FAIL,/home/peter/data/lib/seq_unsynced/seq20230823_demo/work/b8/fea492d432c0421d52836ada07ec26/EGF2_13.gb,EGF2_13.fa,barcode12_EGF2_13_consensus.fa,barcode12_EGF2_13.paf
